Date,Open,High,Low,Close,Adjusted_close,Volume
2022-08-11,6560.21,6562.32,6499.63,6544.67,6544.67,63494473
2022-08-12,6553.24,6587.84,6539.75,6553.86,6553.86,59403986
2022-08-15,6582.63,6586.96,6532.48,6569.95,6569.95,41045371
2022-08-16,6580.99,6608.83,6568.58,6592.58,6592.58,56347771
2022-08-17,6608.64,6608.64,6517.99,6528.32,6528.32,62910028
2022-08-18,6530.58,6576.37,6519.57,6557.4,6557.4,52233924
2022-08-19,6520.44,6549.13,6488,6495.83,6495.83,65894639
2022-08-22,6448.81,6459.36,6352.97,6378.74,6378.74,78589606
2022-08-23,6331.17,6402.22,6331.17,6362.02,6362.02,60089778
2022-08-24,6332.43,6396.63,6319.7,6386.76,6386.76,52703395
2022-08-25,6432.16,6440.69,6361.53,6381.56,6381.56,49495348
2022-08-26,6420.75,6429.79,6252.59,6274.26,6274.26,67384395
2022-08-29,6199.11,6232.25,6153.44,6222.28,6222.28,54873621
2022-08-30,6243.08,6303.66,6182.63,6210.22,6210.22,65574559
2022-08-31,6226.99,6230.9,6125.1,6125.1,6125.1,109610337
2022-09-01,6068.34,6072.93,6009.09,6034.31,6034.31,74056000
2022-09-02,6075.73,6178.29,6051.02,6167.51,6167.51,76451600
2022-09-05,6048.22,6105.59,6018.02,6093.22,6093.22,65693400
2022-09-06,6083.02,6138.22,6060.44,6104.61,6104.61,54762700
2022-09-07,6059.64,6119.95,6045.27,6105.92,6105.92,71611104
2022-09-08,6136.93,6143.29,6034.79,6125.9,6125.9,75081400
2022-09-09,6140.8701,6239.1099,6138.8799,6212.3301,6212.3301,72211000
2022-09-12,6213.88,6352.45,6213.88,6333.59,6333.59,77260000
2022-09-13,6339.88,6394.18,6245.69,6245.69,6245.69,78990000
2022-09-14,6210.77,6249.29,6183.55,6222.41,6222.41,75468686
2022-09-15,6212.21,6249.52,6143.36,6157.84,6157.84,74835261
2022-09-16,6100.79,6114.36,6052.42,6077.3,6077.3,153174591
2022-09-19,6049,6093.4,5974.72,6061.59,6061.59,51600000
2022-09-20,6084.41,6118.25,5970.23,5979.47,5979.47,77470000
2022-09-21,5928.5,6034.27,5915.57,6031.33,6031.33,70185774
2022-09-22,5928.54,6022.39,5918.5,5918.5,5918.5,72756748
2022-09-23,5906.18,5913.71,5765.65,5783.41,5783.41,92468480
2022-09-26,5744.49,5828.05,5736,5769.39,5769.39,78600000
2022-09-27,5809.82,5852.61,5753.82,5753.82,5753.82,85030000
2022-09-28,5692.54,5773.08,5651.49,5765.01,5765.01,106668676
2022-09-29,5746.29,5746.29,5628.42,5676.87,5676.87,102422754
2022-09-30,5712.2,5770.78,5688.34,5762.34,5762.34,102731542
2022-10-03,5697.47,5804.27,5654.44,5794.15,5794.15,80850000
2022-10-04,5859.45,6039.69,5852.92,6039.69,6039.69,95390000
2022-10-05,6006.12,6034.93,5953.55,5985.46,5985.46,75121637
2022-10-06,6004.11,6018.47,5917.27,5936.42,5936.42,63735243
2022-10-07,5911.96,5956.95,5855.66,5866.94,5866.94,65700262
2022-10-10,5806.57,5883.85,5796.31,5840.55,5840.55,64920000
2022-10-11,5796.83,5849.58,5770.48,5833.2,5833.2,66020000
2022-10-12,5842.1,5872.49,5788.66,5818.47,5818.47,70096903
2022-10-13,5792.54,5899.82,5704.87,5879.19,5879.19,86712955
2022-10-14,5965.8,6044.75,5921.15,5931.92,5931.92,80215504
2022-10-17,5949.65,6068.37,5910.39,6040.66,6040.66,63830000
2022-10-18,6098.6,6139.78,6057.38,6067,6067,66540000
2022-10-19,6092.77,6109.97,6040.72,6040.72,6040.72,66384706
2022-10-20,6046.81,6103.5,6029.53,6086.9,6086.9,62634486
2022-10-21,6021.58,6056.04,5952.88,6035.39,6035.39,72699402
2022-10-24,6076.2,6175.62,6041.14,6131.36,6131.36,78770000
2022-10-25,6172.65,6253.12,6135.38,6250.55,6250.55,78260000
2022-10-26,6244.64,6282.75,6219.33,6276.31,6276.31,68833808
2022-10-27,6253.85,6272.2,6194.33,6244.03,6244.03,85178877
2022-10-28,6192.18,6278.77,6183.41,6273.05,6273.05,72520224
2022-10-31,6279.7,6293.15,6244.08,6266.77,6266.77,66510000
2022-11-01,6329.76,6383.7,6306.05,6328.25,6328.25,60550000
2022-11-02,6351.31,6376.29,6273.55,6276.88,6276.88,68322287
2022-11-03,6209.63,6245.69,6191.73,6243.28,6243.28,70824320
2022-11-04,6291.39,6466.32,6289.07,6416.44,6416.44,99100739
2022-11-07,6379.49,6442.41,6363.7,6416.61,6416.61,74720000
2022-11-08,6391.75,6451.16,6378.32,6441.5,6441.5,63540000
2022-11-09,6426.8,6446.5,6405.84,6430.57,6430.57,65301529
2022-11-10,6396.59,6573.85,6381.42,6556.83,6556.83,115490304
2022-11-11,6612.93,6636.81,6573.87,6594.62,6594.62,98336540
2022-11-14,6622.42,6662.07,6603.56,6609.17,6609.17,78280000
2022-11-15,6626.82,6684.09,6621.82,6641.66,6641.66,75500000
2022-11-16,6647.4,6656.33,6587.2,6607.22,6607.22,85200553
2022-11-17,6624.47,6634.73,6522.28,6576.12,6576.12,70512174
2022-11-18,6620.58,6667.2,6601.56,6644.46,6644.46,83554645
2022-11-21,6625.1,6649.76,6613.92,6634.45,6634.45,65020000
2022-11-22,6643.7,6669.17,6615.58,6657.53,6657.53,63960000
2022-11-23,6677.97,6681.41,6642.03,6679.09,6679.09,55283373
2022-11-24,6683.44,6730.16,6679.8,6707.32,6707.32,53784899
2022-11-25,6710.36,6725,6686.63,6712.48,6712.48,47928672
2022-11-28,6678.11,6693.92,6641.3,6665.2,6665.2,66210000
2022-11-29,6686.96,6695.86,6649.88,6668.97,6668.97,64660000
2022-11-30,6706.67,6743.6,6678.75,6738.55,6738.55,137628579
2022-12-01,6784.6,6791.31,6730.55,6753.97,6753.97,76832985
2022-12-02,6728.86,6767.72,6689.76,6742.25,6742.25,73971700
2022-12-05,6728.71,6738.97,6685.52,6696.96,6696.96,65000000
2022-12-06,6677.49,6704.74,6656.93,6687.79,6687.79,68970000
2022-12-07,6687.34,6696.65,6642.44,6660.59,6660.59,70960525
2022-12-08,6677,6679.57,6629.36,6647.31,6647.31,67338565
2022-12-09,6671.78,6680.09,6618.27,6677.64,6677.64,73547135
2022-12-12,6647.9,6681.3,6634.97,6650.55,6650.55,62590000
2022-12-13,6672.22,6823.1,6642.09,6744.98,6744.98,86740000
2022-12-14,6727.75,6733.85,6694.33,6730.79,6730.79,76945390
2022-12-15,6674.29,6680.22,6503,6522.77,6522.77,103759930
2022-12-16,6505.63,6515.7,6418.95,6452.63,6452.63,156200000
2022-12-19,6470.93,6510.46,6470.93,6473.29,6473.29,64480000
2022-12-20,6418.69,6468.94,6388.23,6450.43,6450.43,74260000
2022-12-21,6469.11,6586.48,6467.57,6580.24,6580.24,70960000
2022-12-22,6587.5,6614.35,6503.88,6517.97,6517.97,56190574
2022-12-23,6513.2,6533.58,6476.05,6504.9,6504.9,42984896
2022-12-27,6559.63,6579.33,6543.26,6550.66,6550.66,33010000
2022-12-28,6561.5,6572.12,6505.67,6510.49,6510.49,40109433
2022-12-29,6486.65,6577.08,6474.73,6573.47,6573.47,41261571
2022-12-30,6533.12,6540.51,6470.64,6473.76,6473.76,42838344
2023-01-02,6521.07,6601.11,6518.21,6594.57,6594.57,47390000
2023-01-03,6580.09,6696.1,6580.09,6623.89,6623.89,73990000
2023-01-04,6660.6,6780.83,6659.83,6776.43,6776.43,94387141
2023-01-05,6744.5,6792.09,6732.04,6761.5,6761.5,71666628
2023-01-06,6772.94,6860.95,6757.46,6860.95,6860.95,69521309
2023-01-09,6861.59,6928.43,6851.66,6907.36,6907.36,78530000
2023-01-10,6882.01,6885.44,6845.81,6869.14,6869.14,64470000
2023-01-11,6879.1,6946.67,6874.71,6924.19,6924.19,76436478
2023-01-12,6947.34,7015.7,6946.3,6975.68,6975.68,82168377
2023-01-13,6989.59,7035.82,6977.86,7023.5,7023.5,76364899
2023-01-16,7036.48,7052.52,7016.32,7043.31,7043.31,56440000
2023-01-17,7036.91,7104.9,7020.82,7077.16,7077.16,82340000
2023-01-18,7073.62,7115.2,7072.45,7083.39,7083.39,68096990
2023-01-19,7047.64,7056.14,6946.74,6951.87,6951.87,80485957
2023-01-20,6996.22,7015.96,6965.45,6995.99,6995.99,64034900
2023-01-23,7014.91,7044.51,6988.51,7032.02,7032.02,51110000
2023-01-24,7053.04,7064.69,7011.4,7050.48,7050.48,57820000
2023-01-25,7057.82,7070.84,6999.93,7043.88,7043.88,55620382
2023-01-26,7095.11,7117.53,7078.02,7095.99,7095.99,68505604
2023-01-27,7085.47,7117.48,7062.69,7097.21,7097.21,68167843
2023-01-30,7054.24,7103.66,7030.95,7082.01,7082.01,60630000
2023-01-31,7075.09,7088.97,7025.53,7082.42,7082.42,78060000
2023-02-01,7087.2,7110.21,7059.61,7077.11,7077.11,63651570
2023-02-02,7110.03,7184.69,7079.41,7166.27,7166.27,95949911
2023-02-03,7136.4,7233.94,7113.42,7233.94,7233.94,89988437
2023-02-06,7181.97,7187.27,7104.52,7137.1,7137.1,68290000
2023-02-07,7145.84,7154.51,7108.46,7132.35,7132.35,73510000
2023-02-08,7181.58,7190.86,7119.83,7119.83,7119.83,84748820
2023-02-09,7179.64,7225.88,7179.64,7188.36,7188.36,81784935
2023-02-10,7165.41,7182.92,7074.63,7129.73,7129.73,79146115
2023-02-13,7147.48,7213.94,7138.91,7208.59,7208.59,57940000
2023-02-14,7225.3,7271.48,7204.51,7213.81,7213.81,73280000
2023-02-15,7206.83,7318.78,7200.73,7300.86,7300.86,75504253
2023-02-16,7346.3,7387.29,7325.75,7366.16,7366.16,91730311
2023-02-17,7311.14,7368,7267.77,7347.72,7347.72,80226774
2023-02-20,7361.21,7363.41,7318.73,7335.61,7335.61,48620000
2023-02-21,7319.93,7342.68,7241.21,7308.65,7308.65,68750000
2023-02-22,7282.49,7307.82,7231.63,7299.26,7299.26,83809157
2023-02-23,7309.03,7357.68,7301.42,7317.43,7317.43,79939195
2023-02-24,7359.76,7366.07,7187.27,7187.27,7187.27,94517800
2023-02-27,7243.03,7324.03,7243.03,7295.55,7295.55,69310000
2023-02-28,7253.54,7317.98,7249.47,7267.93,7267.93,102730000
2023-03-01,7279.34,7327.29,7219.4,7234.25,7234.25,79246637
2023-03-02,7176.41,7286.24,7169.66,7284.22,7284.22,70461456
2023-03-03,7313.48,7358.04,7308.15,7348.12,7348.12,67655481
2023-03-06,7385.75,7401.15,7349.98,7373.21,7373.21,68680000
2023-03-07,7355.87,7398.03,7336.2,7339.27,7339.27,64090000
2023-03-08,7305.92,7346.62,7305.92,7324.76,7324.76,56907152
2023-03-09,7317.43,7333.22,7274.05,7315.88,7315.88,64735922
2023-03-10,7193.37,7256.48,7166.89,7220.67,7220.67,99781297
2023-03-13,7211.44,7211.44,6979.55,7011.5,7011.5,141250000
2023-03-14,7029.22,7162.57,6989.96,7141.57,7141.57,100860000
2023-03-15,7123.2,7123.2,6861.63,6885.71,6885.71,174797899
2023-03-16,6987.63,7063.31,6876.61,7025.72,7025.72,132832651
2023-03-17,7086.1,7104.75,6895.73,6925.4,6925.4,203828622
2023-03-20,6900.9,7049.76,6796.21,7013.14,7013.14,121320000
2023-03-21,7089.01,7150.33,7083.81,7112.91,7112.91,94860000
2023-03-22,7105.32,7157.73,7080.18,7131.12,7131.12,65186102
2023-03-23,7118.14,7149.92,7073.5,7139.25,7139.25,71139689
2023-03-24,7108.16,7108.66,6953.58,7015.1,7015.1,117526342
2023-03-27,7103.53,7119.59,7039.09,7078.27,7078.27,80200000
2023-03-28,7145.66,7154.56,7066.27,7088.34,7088.34,71630000
2023-03-29,7141.05,7201.25,7125.12,7186.99,7186.99,78047712
2023-03-30,7222.69,7292.39,7222.69,7263.37,7263.37,73846123
2023-03-31,7271.19,7341.79,7264.82,7322.39,7322.39,84335271
2023-04-03,7341.69,7362.39,7332.64,7345.96,7345.96,64070000
2023-04-04,7375.79,7399.59,7344.34,7344.96,7344.96,66320000
2023-04-05,7350.03,7359.4,7300.33,7316.3,7316.3,76910000
2023-04-06,7328.57,7344.34,7312.61,7324.75,7324.75,67271296
2023-04-11,7381.77,7403.67,7370.09,7390.28,7390.28,73190000
2023-04-12,7396.81,7463.67,7379.79,7396.94,7396.94,63577745
2023-04-13,7450.76,7485.59,7450.76,7480.83,7480.83,59146210
2023-04-14,7500.77,7533.41,7491.43,7519.61,7519.61,71857745
2023-04-17,7535.39,7552,7498.07,7498.18,7498.18,67750000
2023-04-18,7509,7559.35,7509,7533.63,7533.63,67640000
2023-04-19,7530.54,7558.95,7513.77,7549.44,7549.44,63093821
2023-04-20,7541.68,7546.07,7506.92,7538.71,7538.71,72892926
2023-04-21,7551.5,7577,7518.32,7577,7577,73188437
2023-04-24,7545.6,7581.26,7545.6,7573.86,7573.86,63570000
2023-04-25,7528.15,7541.72,7504.26,7531.61,7531.61,73950000
2023-04-26,7496.48,7508.13,7427.53,7466.66,7466.66,91910000
2023-04-27,7450.1,7507.26,7446.66,7483.84,7483.84,78104361
2023-04-28,7498.62,7505.05,7403.2,7491.5,7491.5,87006012
2023-05-02,7466.82,7505.92,7374.06,7383.2,7383.2,83040000
2023-05-03,7410.56,7445.95,7395.82,7403.83,7403.83,61108068
2023-05-04,7381.4,7393.02,7316.14,7340.77,7340.77,79974263
2023-05-05,7388.01,7437.6,7354.6,7432.93,7432.93,70692778
2023-05-08,7427.96,7456.46,7416.22,7440.91,7440.91,46790000
2023-05-09,7415.01,7419.9,7358.45,7397.17,7397.17,63460000
2023-05-10,7403.62,7416.32,7337.66,7361.2,7361.2,75390000
2023-05-11,7383.58,7436.94,7333.92,7381.78,7381.78,64310000
2023-05-12,7420.41,7463.7,7395.6,7414.85,7414.85,58340000
